등록일시,채널명,영상제목,영상URL,Video ID,핵심 요약,블로그 초안,발행 상태
2026-09-17 10:06:30,mediaAUTO 미디어오토,"테슬라 세미 트럭, 실제로 보니... #테슬라 #세미 #트럭",https://www.youtube.com/watch?v=ItiRRII2h8w,ItiRRII2h8w,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 테슬라 세미 트럭, 실제로 보니... #테슬라 #세미 #트럭
영상 링크: https://www.youtube.com/watch?v=ItiRRII2h8w
(자막 미지원 영상)",대기
2026-09-17 10:06:37,mediaAUTO 미디어오토,"PV7 실물 리뷰.. 16인승은? // 기아, PV7, PBV, 독일, 하노버, 상용차모터쇼#PV7 #PBV #KIA",https://www.youtube.com/watch?v=sHs9nm2mFSA,sHs9nm2mFSA,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: PV7 실물 리뷰.. 16인승은? // 기아, PV7, PBV, 독일, 하노버, 상용차모터쇼#PV7 #PBV #KIA
영상 링크: https://www.youtube.com/watch?v=sHs9nm2mFSA
(자막 미지원 영상)",대기
2026-09-17 10:06:48,오토기어 autogear,"아이폰듀오 ""통쾌했어요!""",https://www.youtube.com/watch?v=L__40DipTA0,L__40DipTA0,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 아이폰듀오 ""통쾌했어요!""
영상 링크: https://www.youtube.com/watch?v=L__40DipTA0
(자막 미지원 영상)",대기
2026-09-17 10:06:56,오토기어 autogear,기아 중국과 또 손 잡나? 국산 배터리 또 외면하나?,https://www.youtube.com/watch?v=oaIc0A52yTY,oaIc0A52yTY,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 기아 중국과 또 손 잡나? 국산 배터리 또 외면하나?
영상 링크: https://www.youtube.com/watch?v=oaIc0A52yTY
(자막 미지원 영상)",대기
2026-09-17 10:07:03,오토기어 autogear,PV7 또 CATL이야?,https://www.youtube.com/watch?v=KU4QyY-K9zw,KU4QyY-K9zw,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: PV7 또 CATL이야?
영상 링크: https://www.youtube.com/watch?v=KU4QyY-K9zw
(자막 미지원 영상)",대기
2026-09-17 10:07:10,오토기어 autogear,테슬라 레벨 3 포기하고 레벨 4로 바로 간다?,https://www.youtube.com/watch?v=eYKtdolWc7A,eYKtdolWc7A,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 테슬라 레벨 3 포기하고 레벨 4로 바로 간다?
영상 링크: https://www.youtube.com/watch?v=eYKtdolWc7A
(자막 미지원 영상)",대기
2026-09-17 10:07:17,오토기어 autogear,"FSD가 승인 못 받는 이유 ""현대차 망할까 봐?""",https://www.youtube.com/watch?v=bZA0wceME7I,bZA0wceME7I,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: FSD가 승인 못 받는 이유 ""현대차 망할까 봐?""
영상 링크: https://www.youtube.com/watch?v=bZA0wceME7I
(자막 미지원 영상)",대기
2026-09-17 10:07:24,오토뷰(AutoView),"모델Y, 쏘렌토 가격으로... 2026 푸조 3008 하이브리드 리뷰 / 오토뷰 로드테스트",https://www.youtube.com/watch?v=FXF3RHSUWBE,FXF3RHSUWBE,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 모델Y, 쏘렌토 가격으로... 2026 푸조 3008 하이브리드 리뷰 / 오토뷰 로드테스트
영상 링크: https://www.youtube.com/watch?v=FXF3RHSUWBE
(자막 미지원 영상)",대기
2026-09-17 10:07:32,오토뷰(AutoView),전 세계 유일? 한국만 다른 대우... 2027 마이바흐 S580 페이스리프트 리뷰 / 오토뷰 로드테스트,https://www.youtube.com/watch?v=kiyvITW85-U,kiyvITW85-U,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 전 세계 유일? 한국만 다른 대우... 2027 마이바흐 S580 페이스리프트 리뷰 / 오토뷰 로드테스트
영상 링크: https://www.youtube.com/watch?v=kiyvITW85-U
(자막 미지원 영상)",대기
2026-09-17 10:07:39,오토뷰(AutoView),"쏘렌토, 싼타페 가격이면... 2026 BMW X1 xDrive 20i 리뷰 / 오토뷰 로드테스트",https://www.youtube.com/watch?v=x5ozIv8RM3A,x5ozIv8RM3A,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 쏘렌토, 싼타페 가격이면... 2026 BMW X1 xDrive 20i 리뷰 / 오토뷰 로드테스트
영상 링크: https://www.youtube.com/watch?v=x5ozIv8RM3A
(자막 미지원 영상)",대기
2026-09-17 10:07:48,오토뷰(AutoView),[리뷰] 2027 폴스타3 퍼포먼스 / 오토뷰 로드테스트,https://www.youtube.com/watch?v=aH6SP8HiKyY,aH6SP8HiKyY,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: [리뷰] 2027 폴스타3 퍼포먼스 / 오토뷰 로드테스트
영상 링크: https://www.youtube.com/watch?v=aH6SP8HiKyY
(자막 미지원 영상)",대기
2026-09-17 10:07:55,모트라인 MOTline,"모델Y 주니퍼 취소하고, 바로 감가 가장 많이 된 전기차 샀습니다.",https://www.youtube.com/watch?v=e7t1YtwAboI,e7t1YtwAboI,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 모델Y 주니퍼 취소하고, 바로 감가 가장 많이 된 전기차 샀습니다.
영상 링크: https://www.youtube.com/watch?v=e7t1YtwAboI
(자막 미지원 영상)",대기
2026-09-17 10:08:02,모트라인 MOTline,중국산 모델Y 많이 팔릴수록 FSD가 더 똑똑해지는 이유,https://www.youtube.com/watch?v=yIB-O6D3AWQ,yIB-O6D3AWQ,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 중국산 모델Y 많이 팔릴수록 FSD가 더 똑똑해지는 이유
영상 링크: https://www.youtube.com/watch?v=yIB-O6D3AWQ
(자막 미지원 영상)",대기
2026-09-17 10:08:09,모트라인 MOTline,역시 자동차는 개인 취향대로 사는게 맞습니다ㅋㅋ,https://www.youtube.com/watch?v=hRxqSeXn0z4,hRxqSeXn0z4,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 역시 자동차는 개인 취향대로 사는게 맞습니다ㅋㅋ
영상 링크: https://www.youtube.com/watch?v=hRxqSeXn0z4
(자막 미지원 영상)",대기
2026-09-17 10:08:16,모트라인 MOTline,제발 이거 못본 초보 운전자들 없게 해주세요..,https://www.youtube.com/watch?v=c54KpK2UuNA,c54KpK2UuNA,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 제발 이거 못본 초보 운전자들 없게 해주세요..
영상 링크: https://www.youtube.com/watch?v=c54KpK2UuNA
(자막 미지원 영상)",대기
2026-09-17 10:08:24,모트라인 MOTline,"현대차, 테슬라 출신 사장 영입 후 미래 계획 발표.. 그런데 문제는…",https://www.youtube.com/watch?v=CB2jTWm3cyo,CB2jTWm3cyo,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 현대차, 테슬라 출신 사장 영입 후 미래 계획 발표.. 그런데 문제는…
영상 링크: https://www.youtube.com/watch?v=CB2jTWm3cyo
(자막 미지원 영상)",대기
2026-09-17 10:08:31,김한용의 MOCAR,대형 SUV가 중국에선 4천만원대…한국에 들어오면 어떨까?,https://www.youtube.com/watch?v=Z2q0PcSZxWM,Z2q0PcSZxWM,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 대형 SUV가 중국에선 4천만원대…한국에 들어오면 어떨까?
영상 링크: https://www.youtube.com/watch?v=Z2q0PcSZxWM
(자막 미지원 영상)",대기
2026-09-17 10:08:38,김한용의 MOCAR,"테슬라 세미 트럭 직접 올라타보니! 1,088마력·550km…그런데 FSD가 없다?",https://www.youtube.com/watch?v=ZG3ZYa9l5Jc,ZG3ZYa9l5Jc,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 테슬라 세미 트럭 직접 올라타보니! 1,088마력·550km…그런데 FSD가 없다?
영상 링크: https://www.youtube.com/watch?v=ZG3ZYa9l5Jc
(자막 미지원 영상)",대기
2026-09-17 10:08:46,김한용의 MOCAR,"깜빡이 안 켜다 면허정지까지? 10월 집중단속, 진짜 무서운 건 벌점입니다",https://www.youtube.com/watch?v=1LcBTTuxCjc,1LcBTTuxCjc,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 깜빡이 안 켜다 면허정지까지? 10월 집중단속, 진짜 무서운 건 벌점입니다
영상 링크: https://www.youtube.com/watch?v=1LcBTTuxCjc
(자막 미지원 영상)",대기
2026-09-17 10:08:53,김한용의 MOCAR,기아 PV7 최초 공개! 이렇게 큰 차에 겨우 7명 탄다고?,https://www.youtube.com/watch?v=1BxUUxlEQ4c,1BxUUxlEQ4c,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 기아 PV7 최초 공개! 이렇게 큰 차에 겨우 7명 탄다고?
영상 링크: https://www.youtube.com/watch?v=1BxUUxlEQ4c
(자막 미지원 영상)",대기
2026-09-17 10:09:00,김한용의 MOCAR,자동차 에어컨 수리비 100만 원?! 신냉매는 죄가 없습니다,https://www.youtube.com/watch?v=YqgIXtX8iQ0,YqgIXtX8iQ0,해당 영상은 자막이 제공되지 않아 자동 요약이 제한되었습니다.,"제목: 자동차 에어컨 수리비 100만 원?! 신냉매는 죄가 없습니다
영상 링크: https://www.youtube.com/watch?v=YqgIXtX8iQ0
(자막 미지원 영상)",대기
2026-09-25 13:55:15,모터그래프 (Motorgraph),"베일 벗은 브랜드 첫 순수 전기차, 벤틀리 토르칼 세계 최초 공개",https://www.motorgraph.com/news/articleView.html?idxno=44594,idx_44594,"1. 벤틀리가 브랜드 최초의 순수 전기 도심형 럭셔리 SUV '토르칼(Torcal)'을 런던에서 세계 최초로 공개했습니다.
2. 최대 888마력과 137.7kgf·m의 압도적인 성능을 발휘하며, 정지 상태에서 100km/h까지 단 2.9초 만에 주파합니다.
3. 800V 시스템을 바탕으로 단 16분 만에 10%에서 80%까지 충전 가능하며, WLTP 기준 최대 600km를 주행할 수 있습니다.","📌 [블로그 추천 제목 후보 (택 1)]
1. 벤틀리 최초의 전기차 '토르칼' 베일 벗었다! 888마력 괴물 SUV 등장
2. 벤틀리 토르칼 공개: 100km/h 가속 2.9초, 럭셔리 전기 SUV의 끝판왕
3. 내연기관 명가 벤틀리가 만든 첫 순수 전기차 '토르칼', 과연 그 성능은?

📸 [대표 이미지 URL (본문 상단 삽입 권장)]
https://cdn.motorgraph.com/news/photo/202609/44594_214235_5141.jpg

==================================================

안녕하세요, 자동차 전문 에디터입니다! 오늘은 전 세계 럭셔리 자동차 시장에서 엄청난 파장을 불러일으킬 소식을 가지고 왔습니다. 바로 럭셔리 브랜드의 정점인 **벤틀리(Bentley)**가 브랜드 역사상 최초의 순수 전기차를 공개했는데요. 그 주인공은 바로 도심형 럭셔리 SUV **'토르칼(Torcal)'**입니다.

오랫동안 웅장한 V8 및 W12 엔진의 사운드와 품격으로 사랑받아 온 벤틀리가 과연 전기차 시대에는 어떤 감성을 보여줄지, 디자인부터 제원, 가격 가치까지 꼼꼼히 파헤쳐 보겠습니다!

---

### ⚡ 벤틀리 토르칼, 성능이 이 정도라고? (스펙 살펴보기)

'전기차는 다 비슷하다'는 편견을 벤틀리가 완전히 깨부수고 있습니다. 토르칼은 두 개의 강력한 영구자석 동기식 모터를 탑재해 엄청난 퍼포먼스를 자랑합니다.

* **최고출력:** 기본형 821마력 / **토르칼 S 888마력**
* **최대토크:** 무려 **137.7kgf·m** (벤틀리 역사상 가장 강력한 수치!)
* **제로백(0-100km/h):** 단 **2.9초** (토르칼 S 기준)
* **배터리 및 충전:** 800V 시스템, 113 kWh 용량, **400kW 급속 충전 시 10%->80% 충전까지 단 16분** 소요!
* **주행거리:** WLTP 기준 **최대 600km**

여기에 벤틀리 최초로 풀 액티브 서스펜션과 어댑티브 2 밸브 댐퍼가 적용되어, 플라잉스퍼의 안락함과 컨티넨탈 GT 스피드의 역동성을 동시에 느낄 수 있다고 합니다. 회전 반경도 11.1m로 차체 크기에 비해 도심 주행 기동성까지 훌륭하게 챙겼습니다.

---

### 🎨 감탄을 자아내는 디자인과 친환경 장인정신

로빈 페이지 디자인 총괄이 이끄는 크루 디자인 팀은 토르칼을 통해 '수직적 우아함'과 '끝없이 이어지는 보닛'이라는 새로운 디자인 언어를 완성했습니다.

* **외관:** 낮고 매끄러운 SUV 실루엣에 '휴식하는 맹수(Resting Beast)'를 연상시키는 강인한 리어 펜더 라인(헌치)이 압권입니다.
* **실내 인테리어:** 자동차 업계 최초로 100% 메리노 울 패브릭(폭스 브라더스 협업)을 적용했으며, 자투리 월넛 목재와 재활용 크래프트 페이퍼를 압착해 만든 '옴브레 월넛 바이 뮬리너' 등 지속가능하면서도 최고급의 럭셔리를 구현했습니다.
* **오감 만족 사운드:** 실제 악기 연주로 녹음한 '벤틀리 다이내믹 심포니'를 통해 전기차에서도 감성적인 청각적 피드백을 제공합니다. 심지어 방향지시등 소리까지 가죽 공방에서 망치질하는 소리를 녹음했다고 하니, 디테일에 진심인 벤틀리의 고집이 느껴집니다.

---

### 🛒 에디터 추천 및 총평: 누구를 위한 차일까?

토르칼은 단순히 기름을 전기로 바꾼 모델이 아닙니다. 영국 크루의 숙련된 장인정신과 최첨단 전기 파워트레인이 만나 벤틀리의 새로운 100년을 여는 기념비적인 모델입니다.

* **이런 분께 추천합니다:** 럭셔리 수입차 시장에서 남들과는 완전히 차별화된 전기 SUV를 원하시는 분, 정숙하면서도 폭발적인 슈퍼카 급 성능(제로백 2.9초)을 포기할 수 없는 오너 드라이버.

전통과 혁신을 완벽하게 조화시킨 벤틀리 토르칼! 국내 공식 출시일과 세부 트림별 가격 정보가 무척이나 기다려지는 모델입니다. 여러분은 벤틀리의 첫 전기차 토르칼에 대해 어떻게 생각하시나요?

==================================================
🏷️ [추천 검색 태그]
#자동차 #신차출시 #벤틀리 #토르칼 #Torcal #전기SUV #럭셔리전기차",대기
2026-09-25 13:55:25,모터그래프 (Motorgraph),"현대차, 코이카와 함께 모로코 마라케시에 일렉시티 공급",https://www.motorgraph.com/news/articleView.html?idxno=44598,idx_44598,"1. 현대자동차와 코이카(KOICA)가 협력하여 모로코 마라케시 시에 국산 친환경 전기버스 '일렉시티' 15대를 공급합니다.
2. 이번 사업은 모로코의 2050 탄소중립 목표를 지원하는 ODA(공적개발원조)의 일환으로 진행됩니다.
3. 전북 완주군 전주공장에서 초도 물량 전달식을 마쳤으며, 향후 북아프리카 지역 국산 상용차 진출의 교두보가 될 것으로 기대를 모으고 있습니다.","📌 [블로그 추천 제목 후보 (택 1)]
1. 현대차 일렉시티, 아프리카를 달리다! 모로코 마라케시 시에 친환경 전기버스 15대 공급
2. 모로코 탄소중립 앞장선 현대차 일렉시티, 코이카(KOICA) ODA 사업으로 북아프리카 진출
3. 국산 전기버스의 글로벌 도전! 현대차 일렉시티, 모로코 마라케시 시내버스 노선 투입 소식

📸 [대표 이미지 URL (본문 상단 삽입 권장)]
https://cdn.motorgraph.com/news/photo/202609/44598_214259_194.jpg

==================================================

안녕하세요, 여러분! 자동차 전문 에디터입니다. 🚗 오늘은 국산 친환경 상용차의 글로벌 무대 활약 소식을 가지고 왔습니다. 바로 현대자동차의 대표 전기버스 '일렉시티'가 아프리카 모로코의 역사적인 도시, 마라케시에 공급된다는 반가운 소식인데요! 자세한 내용 함께 살펴보겠습니다.

### 🌍 현대차 X 코이카, 모로코에 친환경 바람 불어넣다

현대자동차는 최근 코이카(KOICA·한국국제협력단)와 손을 잡고 모로코 마라케시 시에 친환경 전기버스 '일렉시티' 15대를 공급하는 프로젝트를 추진한다고 밝혔습니다.

전북 완주군 현대차 전주공장에서는 이번 사업의 시작을 알리는 국내 전달식이 열렸는데요, 이 자리에는 현대차 관계자를 비롯해 코이카 임원진, 그리고 샤픽 라샤디 주한 모로코 대사까지 참석해 자리를 빛냈습니다.

이번 프로젝트는 단순한 차량 판매를 넘어, 정부와 공공기관이 개발도상국의 경제·사회 발전을 지원하는 **공적개발원조(ODA)** 사업의 일환으로 진행되어 더욱 의미가 큽니다.

### 🚌 모로코 최초의 국산 전기버스, '일렉시티'는 어떤 차?

- **공급 규모**: 일렉시티 15대 및 급속충전기 등 관련 기자재
- **투입 노선**: 모로코 마라케시 시의 주요 관광지구 내 시내버스 노선
- **향후 일정**: 초도 물량 2대 제작 완료를 시작으로, 잔여 물량 생산 및 선적을 거쳐 **2027년 1분기** 현지에서 최종 전달 행사 개최 예정

모로코 정부는 2030년까지 온실가스 배출량을 대폭 감축하고, **2050년까지 탄소중립을 달성**하겠다는 야심 찬 목표를 가지고 있습니다. 마라케시는 특히 제22차 유엔기후변화협약(COP22)이 개최되었던 상징적인 도시인 만큼, 이번 일렉시티 도입으로 도심 대기오염 저감과 지속가능한 대중교통 환경 조성에 큰 박차를 가할 것으로 보입니다.

### 💡 에디터의 시선: 왜 이번 수출이 중요할까?

그동안 국산 상용차의 해외 진출 소식은 승용차에 비해 상대적으로 접하기 쉽지 않았는데요. 이번 모로코 마라케시 시내버스 노선 투입은 몇 가지 측면에서 큰 가치를 지닙니다.

1. **우수한 기술력 입증**: 까다로운 유럽 및 글로벌 환경 기준을 충족하는 지자체 ODA 사업에 당당히 채택되면서 일렉시티의 뛰어난 성능과 신뢰성을 다시 한번 증명했습니다.
2. **북아프리카 시장 교두보**: 모로코를 시작으로 향후 북아프리카 및 인근 아프리카 지역 전체로 국산 친환경 상용 모빌리티의 수출 활로가 넓어질 것으로 기대됩니다.
3. **현지 밀착형 지원**: 단순 차량 수출에 그치지 않고, 현지 운행 및 유지관리 역량 강화를 위한 기술 교육까지 패키지로 제공한다는 점이 돋보입니다.

### 🏁 마무리하며

대한민국 전주에서 만들어진 친환경 전기버스 일렉시티가 이제 아프리카 모로코의 아름다운 거리와 주요 관광지를 누빌 상상을 하니 왠지 모르게 국뽕이 차오르는 것 같습니다! 😊 앞으로도 현대차의 친환경 상용차가 전 세계 방방곡곡에서 활약하며 글로벌 친환경 모빌리티 시장을 선도하기를 응원해 봅니다. 

오늘 준비한 소식은 여기까지입니다. 더 유익하고 빠른 자동차 뉴스로 찾아오겠습니다. 감사합니다!

==================================================
🏷️ [추천 검색 태그]
#자동차 #신차출시 #일렉시티 #현대자동차 #전기버스 #모로코 #코이카 #친환경차",대기
2026-09-25 13:55:34,모터그래프 (Motorgraph),"2026 연례 자동차 기획조사, 렉서스 초기품질 내구품질 2년 연속 1위, 토요타 내구품질 2위",https://www.motorgraph.com/news/articleView.html?idxno=44597,idx_44597,"[오류] 요약 생성 실패: Expecting ',' delimiter: line 8 column 1402 (char 1809)","[오류] 블로그 포스팅 생성 실패: Expecting ',' delimiter: line 8 column 1402 (char 1809)",대기
